39, State-gov, Bachelors
23, Private, Some-college
17, Private, 10th
23, Local-gov, HS-grad
34, Private, HS-grad
33, Private, Assoc-acdm
31, Private, Assoc-acdm
31, ?, Bachelors
56, Self-emp-not-inc, HS-grad
21, Private, HS-grad
45, Private, HS-grad
41, Self-emp-inc, Bachelors
26, Private, 10th
41, Private, 11th
46, Self-emp-inc, Masters
47, State-gov, HS-grad
43, Self-emp-not-inc, Prof-school
35, Private, HS-grad
44, Self-emp-not-inc, HS-grad
58, Self-emp-inc, Bachelors
25, Private, Assoc-acdm
44, Private, Assoc-voc
57, Private, Some-college
24, Private, Some-college
38, Private, Bachelors
33, Private, 7th-8th
25, Private, Some-college
33, Private, HS-grad
50, Local-gov, Some-college
35, Private, HS-grad
36, Private, Bachelors
27, Private, Some-college
22, Private, Assoc-voc
30, Private, HS-grad
90, Private, Masters
39, Private, HS-grad
34, State-gov, Bachelors
39, Private, Bachelors
19, Private, Some-college
19, Private, 10th
29, Private, HS-grad
66, Self-emp-not-inc, Assoc-acdm
38, Private, Some-college
44, Private, 5th-6th
34, Self-emp-not-inc, 7th-8th
35, State-gov, Assoc-acdm
29, Local-gov, Bachelors
22, Private, HS-grad
33, ?, Some-college
73, Private, Assoc-voc
35, Local-gov, Some-college
41, Private, HS-grad
27, Self-emp-not-inc, Some-college
25, Private, HS-grad
47, Private, Bachelors
36, Private, Bachelors
36, Private, 1st-4th
25, Local-gov, HS-grad
37, Private, 11th
26, Local-gov, Bachelors
53, Private, Some-college
36, Local-gov, Masters
30, Private, Bachelors
53, Local-gov, Some-college
37, Self-emp-not-inc, HS-grad
41, State-gov, HS-grad
53, Private, Bachelors
23, Private, Some-college
28, Private, HS-grad
53, Local-gov, 10th
32, Private, HS-grad
33, Private, Bachelors
27, Private, HS-grad
52, Private, Assoc-voc
31, Private, Some-college
27, Private, Assoc-acdm
44, Private, HS-grad
37, Self-emp-not-inc, Masters
39, Private, HS-grad
18, Private, 12th
42, Private, HS-grad
49, Private, Bachelors
35, Private, HS-grad
43, Private, HS-grad
43, Private, Prof-school
31, Private, Some-college
27, Private, Bachelors
46, Federal-gov, Some-college
54, Private, HS-grad
37, Private, Some-college
53, Local-gov, Some-college
26, Private, Some-college
59, Self-emp-inc, Prof-school
36, Federal-gov, Some-college
32, Private, HS-grad
53, Local-gov, Masters
26, Private, HS-grad
35, Private, HS-grad
48, Private, HS-grad
30, Local-gov, Some-college
38, Private, 12th
58, Self-emp-not-inc, HS-grad
44, Private, HS-grad
30, Private, Assoc-voc
68, Self-emp-not-inc, HS-grad
26, Local-gov, Bachelors
26, Local-gov, Bachelors
41, Private, 1st-4th
43, State-gov, Bachelors
48, Private, Bachelors
55, Private, HS-grad
50, Self-emp-not-inc, Some-college
41, Private, 11th
52, Private, HS-grad
24, ?, HS-grad
31, Self-emp-not-inc, HS-grad
54, Local-gov, Assoc-voc
31, Self-emp-not-inc, Masters
31, Self-emp-inc, Bachelors
47, Private, HS-grad
40, Private, Assoc-voc
46, State-gov, Some-college
45, Private, HS-grad
39, Private, 10th
34, Local-gov, Some-college
48, ?, Some-college
19, ?, Some-college
56, Private, Some-college
47, Private, HS-grad
35, Private, Some-college
25, Private, Some-college
43, Local-gov, Bachelors
59, Private, Bachelors
66, ?, 7th-8th
63, Private, 7th-8th
32, Private, Some-college
58, ?, Bachelors
43, Self-emp-inc, Assoc-voc
27, Private, HS-grad
21, Private, 12th
44, Federal-gov, Some-college
40, Self-emp-not-inc, HS-grad
65, Private, HS-grad
50, Private, Some-college
18, ?, HS-grad
51, State-gov, Masters
44, Federal-gov, Some-college
20, Private, Some-college
29, Private, Assoc-voc
50, Private, Assoc-voc
50, Local-gov, HS-grad
43, Private, 10th
23, Private, Bachelors
41, Private, HS-grad
30, ?, Some-college
58, Self-emp-not-inc, Bachelors
50, State-gov, Assoc-voc
37, Self-emp-not-inc, Bachelors
21, Private, HS-grad
33, Private, HS-grad
52, Private, Some-college
47, Private, HS-grad
45, Self-emp-not-inc, Bachelors
34, Private, Some-college
39, Private, Some-college
31, Private, Some-college
19, ?, Some-college
45, Private, Some-college
45, Self-emp-not-inc, Assoc-voc
34, Private, HS-grad
27, Private, 11th
37, Private, HS-grad
20, Private, HS-grad
32, Private, Bachelors
24, Private, 1st-4th
39, Private, HS-grad
18, Private, Some-college
62, Self-emp-not-inc, Some-college
24, Private, Bachelors
37, Private, HS-grad
46, Private, Bachelors
44, Private, HS-grad
53, Private, HS-grad
25, Private, Bachelors
44, Private, Prof-school
24, Private, Bachelors
61, Private, HS-grad
45, Local-gov, Masters
33, Self-emp-not-inc, Some-college
48, Private, Bachelors
26, Local-gov, HS-grad
40, ?, HS-grad
68, Private, Bachelors
24, Private, HS-grad
25, ?, Bachelors
31, Local-gov, Bachelors
55, Private, Some-college
46, Private, Assoc-acdm
58, Private, Bachelors
56, Private, HS-grad
45, Federal-gov, Bachelors
24, Private, Bachelors
35, Local-gov, HS-grad
51, Private, HS-grad
47, Private, Prof-school
17, Private, 11th
21, Private, 10th
45, Private, Bachelors
42, Private, HS-grad
56, Private, 12th
39, Private, HS-grad
31, Private, 7th-8th
20, Federal-gov, Some-college
65, Self-emp-not-inc, 5th-6th
44, Private, Some-college
33, Private, HS-grad
25, Private, Bachelors
38, Private, HS-grad
31, Local-gov, 10th
33, Self-emp-not-inc, Bachelors
49, Self-emp-not-inc, HS-grad
28, Private, HS-grad
29, Private, HS-grad
23, Private, Assoc-voc
37, Self-emp-not-inc, Bachelors
52, Private, Some-college
27, Private, HS-grad
47, Private, Some-college
21, Private, HS-grad
41, Federal-gov, Bachelors
61, Private, Some-college
32, Private, Bachelors
21, Private, Some-college
63, Private, 12th
34, Private, Some-college
21, State-gov, Assoc-acdm
44, Private, HS-grad
26, Private, Bachelors
36, Private, Masters
39, Private, Bachelors
52, Private, HS-grad
44, Self-emp-not-inc, Bachelors
42, Private, HS-grad
60, ?, HS-grad
31, Private, Bachelors
30, Private, Some-college
23, Private, Some-college
81, State-gov, 1st-4th
39, Private, Bachelors
38, Private, 10th
21, Private, Some-college
28, Local-gov, HS-grad
34, Private, Bachelors
47, Private, HS-grad
36, Private, HS-grad
27, Private, HS-grad
56, Private, Bachelors
57, Private, HS-grad
42, State-gov, Some-college
43, Private, HS-grad
48, ?, HS-grad
53, Private, HS-grad
58, Private, HS-grad
19, Private, 12th
37, Private, HS-grad
41, Self-emp-not-inc, Some-college
31, Private, 7th-8th
31, Private, Bachelors
53, Local-gov, HS-grad
19, Private, Some-college
56, Private, Doctorate
55, Federal-gov, Some-college
51, Private, 5th-6th
62, Private, Some-college
43, Private, Some-college
45, ?, 7th-8th
28, Local-gov, HS-grad
46, Private, HS-grad
62, State-gov, Bachelors
57, Local-gov, HS-grad
60, Local-gov, Bachelors
23, Federal-gov, Some-college
47, Private, Some-college
21, Private, Some-college
51, Private, HS-grad
61, Local-gov, HS-grad
52, Self-emp-not-inc, Bachelors
76, Private, Bachelors
24, Private, Some-college
31, Self-emp-not-inc, Bachelors
43, Private, Bachelors
58, Federal-gov, Some-college
18, ?, Some-college
19, Private, 12th
44, Private, Some-college
41, Local-gov, Some-college
21, Private, Some-college
40, Private, HS-grad
25, Private, Some-college
62, Local-gov, Doctorate
42, Private, HS-grad
35, Private, Assoc-voc
19, Private, HS-grad
60, Private, HS-grad
20, Private, HS-grad
23, Private, Assoc-acdm
18, Private, HS-grad
40, Private, Some-college
19, Private, Some-college
51, Private, HS-grad
41, Local-gov, Bachelors
18, Private, 10th
41, Private, Some-college
27, Private, Some-college
71, Self-emp-not-inc, 1st-4th
25, Private, 12th
73, Private, HS-grad
45, Private, Some-college
25, Private, Some-college
50, Private, HS-grad
44, Private, HS-grad
44, Local-gov, Assoc-voc
49, Private, HS-grad
44, Self-emp-inc, Some-college
42, Federal-gov, HS-grad
20, Private, HS-grad
66, Private, HS-grad
19, Private, Some-college
60, Private, Some-college
46, Private, Assoc-voc
42, Private, Assoc-voc
59, Private, Some-college
58, Private, Assoc-acdm
47, Private, HS-grad
58, Private, Some-college
69, ?, Bachelors
17, ?, 10th
19, Private, 11th
28, Private, Some-college
37, Private, HS-grad
30, Private, HS-grad
36, Private, Some-college
45, Private, 11th
59, Private, 7th-8th
45, Private, Some-college
53, Local-gov, Doctorate
37, Private, HS-grad
26, Private, Some-college
53, Local-gov, 9th
44, State-gov, HS-grad
27, Private, Bachelors
22, Private, Some-college
41, Private, HS-grad
53, Private, HS-grad
58, Private, HS-grad
34, ?, 12th
32, Private, Bachelors
32, Private, Some-college
47, Private, Masters
27, Private, HS-grad
25, Private, Some-college
40, Private, 10th
36, Self-emp-not-inc, Some-college
23, Local-gov, HS-grad
44, Private, 9th
19, Private, HS-grad
42, Private, Bachelors
60, Self-emp-not-inc, Some-college
41, Private, HS-grad
45, Federal-gov, HS-grad
67, ?, 5th-6th
36, Self-emp-not-inc, Bachelors
52, State-gov, Masters
28, Private, Doctorate
83, Self-emp-inc, HS-grad
17, Private, 11th
27, Private, Assoc-voc
35, Self-emp-not-inc, Assoc-voc
40, Private, Some-college
23, Private, Assoc-acdm
51, Local-gov, 11th
51, Private, 1st-4th
82, ?, 10th
28, Private, HS-grad
53, Private, HS-grad
29, Private, Bachelors
19, Private, HS-grad
30, Private, Bachelors
23, Private, 7th-8th
66, Private, Bachelors
27, Private, 11th
35, Private, HS-grad
17, Private, 12th
27, Private, HS-grad
27, Private, Prof-school
44, Local-gov, Bachelors
64, Private, HS-grad
62, Self-emp-inc, HS-grad
26, Private, Some-college
40, Private, HS-grad
40, Private, Doctorate
35, Private, HS-grad
25, Private, Bachelors
52, Local-gov, Some-college
46, Private, Some-college
30, Private, HS-grad
52, Private, Some-college
28, Private, HS-grad
17, Private, 10th
46, State-gov, Some-college
45, Private, Bachelors
21, Private, Some-college
18, Self-emp-not-inc, HS-grad
17, Private, 11th
90, Private, Some-college
23, Private, Some-college
41, Private, Bachelors
19, Self-emp-not-inc, Some-college
69, Private, HS-grad
23, Federal-gov, Assoc-acdm
28, Private, Some-college
37, Private, Assoc-acdm
57, Private, HS-grad
30, Local-gov, Some-college
48, Private, HS-grad
73, Private, HS-grad
25, Private, 5th-6th
33, Private, Masters
36, Private, HS-grad
28, Private, HS-grad
57, Private, HS-grad
31, Private, Some-college
35, ?, 9th
40, State-gov, HS-grad
32, Private, Some-college
35, ?, Bachelors
26, Private, HS-grad
27, Self-emp-inc, Some-college
17, Private, 10th
29, Private, Some-college
18, Private, 11th
20, Private, Some-college
69, ?, HS-grad
18, State-gov, Some-college
56, Private, HS-grad
40, Private, Some-college
46, Private, Some-college
41, Private, 12th
53, Private, Some-college
50, Private, Masters
23, Private, 11th
40, Private, Bachelors
54, Self-emp-inc, Some-college
45, Private, Some-college
53, Local-gov, HS-grad
17, ?, 11th
50, Local-gov, Bachelors
22, ?, Bachelors
30, Private, Bachelors
40, Self-emp-inc, Bachelors
36, State-gov, Masters
25, Self-emp-not-inc, Assoc-acdm
29, Private, HS-grad
29, Private, Bachelors
22, Private, Bachelors
56, Private, Bachelors
60, Local-gov, Masters
37, Private, HS-grad
53, Private, 7th-8th
23, State-gov, Some-college
18, Private, HS-grad
36, Private, Some-college
67, Self-emp-inc, HS-grad
31, Private, HS-grad
26, Private, Bachelors
18, Private, 11th
45, Local-gov, Masters
64, Private, 11th
26, Private, HS-grad
53, Private, Some-college
27, Private, HS-grad
32, Private, Some-college
49, Self-emp-not-inc, HS-grad
59, Private, 10th
44, Private, Masters
61, Self-emp-not-inc, HS-grad
41, ?, HS-grad
46, State-gov, HS-grad
32, Private, HS-grad
29, Private, HS-grad
48, Private, Masters
32, Private, Some-college
21, Private, HS-grad
50, Self-emp-not-inc, Prof-school
44, Local-gov, Masters
51, Private, HS-grad
42, Private, HS-grad
27, Private, Bachelors
70, Self-emp-not-inc, HS-grad
33, Private, HS-grad
65, Self-emp-not-inc, HS-grad
39, Private, Masters
32, Private, HS-grad
30, Private, Some-college
43, Self-emp-inc, Some-college
31, Private, 9th
64, Federal-gov, Bachelors
37, Local-gov, Some-college
49, Self-emp-not-inc, HS-grad
29, Private, 11th
35, Local-gov, HS-grad
37, Private, Assoc-acdm
42, State-gov, Masters
21, ?, Some-college
23, Private, Assoc-acdm
35, Local-gov, HS-grad
29, State-gov, Assoc-voc
23, Private, Some-college
21, Private, Some-college
45, Private, Bachelors
24, ?, Bachelors
38, Private, HS-grad
28, ?, 10th
23, Private, HS-grad
39, Self-emp-not-inc, Bachelors
45, Private, Masters
68, Private, Assoc-acdm
60, Federal-gov, Assoc-voc
38, State-gov, Doctorate
41, Private, 12th
48, Private, HS-grad
33, Private, HS-grad
48, Private, Assoc-voc
23, Local-gov, Some-college
26, Private, 9th
55, Self-emp-inc, Bachelors
35, State-gov, Masters
52, Private, Some-college
46, State-gov, HS-grad
72, ?, HS-grad
18, Private, HS-grad
62, Local-gov, HS-grad
22, Private, Some-college
40, Private, Some-college
26, Private, Some-college
35, Private, Assoc-acdm
25, Self-emp-not-inc, HS-grad
46, ?, Assoc-voc
39, Private, Bachelors
41, Private, Some-college
59, Private, Bachelors
37, Private, HS-grad
38, Private, Some-college
33, Private, Bachelors
23, Private, Assoc-acdm
67, Self-emp-not-inc, Masters
60, Private, Bachelors
39, Self-emp-inc, Bachelors
32, Self-emp-not-inc, HS-grad
26, Private, Bachelors
39, Private, HS-grad
28, Private, Some-college
29, Private, 11th
43, Private, Assoc-voc
23, Private, Some-college
32, Private, Bachelors
33, Self-emp-not-inc, Some-college
45, Private, HS-grad
48, Private, HS-grad
43, Local-gov, Prof-school
50, Self-emp-not-inc, HS-grad
63, Private, Bachelors
55, Private, HS-grad
22, Private, Bachelors
32, Self-emp-not-inc, HS-grad
27, Private, Assoc-acdm
22, Private, Bachelors
44, Private, HS-grad
34, Private, HS-grad
28, Private, HS-grad
40, Private, Masters
45, Private, Some-college
17, Private, 10th
53, Self-emp-not-inc, 12th
58, Private, Assoc-acdm
55, Self-emp-not-inc, HS-grad
44, Local-gov, Assoc-voc
40, Self-emp-not-inc, HS-grad
58, Self-emp-not-inc, Masters
38, Private, HS-grad
62, Private, 9th
31, Private, Assoc-voc
31, Private, 11th
30, Private, HS-grad
37, Private, HS-grad
38, Local-gov, HS-grad
58, Local-gov, 12th
30, Private, Bachelors
28, Private, Assoc-voc
46, Private, Some-college
34, Private, Bachelors
39, Self-emp-inc, Some-college
61, Self-emp-inc, Some-college
30, Self-emp-not-inc, Assoc-voc
31, Private, HS-grad
21, Private, HS-grad
50, Private, HS-grad
47, Private, HS-grad
20, Private, HS-grad
23, Private, Bachelors
46, Private, 1st-4th
20, Private, HS-grad
33, Private, Bachelors
30, Private, Some-college
43, Local-gov, Some-college
23, Private, Some-college
34, Private, Bachelors
25, Private, Some-college
50, Private, HS-grad
44, Private, Masters
26, Private, Some-college
35, Private, Doctorate
48, Self-emp-not-inc, HS-grad
26, Private, HS-grad
41, Local-gov, Masters
25, Private, Bachelors
33, Private, Assoc-voc
24, Private, Bachelors
31, Private, Bachelors
24, Local-gov, Assoc-acdm
41, Private, 9th
38, Local-gov, Some-college
19, Private, HS-grad
19, Private, HS-grad
24, Private, HS-grad
59, ?, Bachelors
67, Private, Masters
49, Private, 10th
35, Private, Assoc-voc
44, Private, Some-college
58, ?, Some-college
22, Private, Assoc-acdm
21, State-gov, Some-college
50, Private, Some-college
44, Local-gov, Assoc-acdm
36, Local-gov, Some-college
30, Federal-gov, Some-college
52, Private, HS-grad
35, Self-emp-not-inc, HS-grad
48, Local-gov, Assoc-voc
23, Private, HS-grad
37, Private, Masters
44, Self-emp-inc, Masters
44, Private, HS-grad
36, Private, Bachelors
26, State-gov, Some-college
31, Self-emp-inc, Bachelors
23, ?, HS-grad
29, Private, HS-grad
53, Private, HS-grad
52, Private, Assoc-voc
55, Private, HS-grad
31, Private, 10th
19, ?, HS-grad
64, ?, HS-grad
55, Private, HS-grad
48, Private, Masters
20, Private, HS-grad
50, Local-gov, HS-grad
45, Self-emp-inc, Bachelors
17, Private, 10th
38, Private, HS-grad
43, Private, HS-grad
22, Private, HS-grad
63, Private, HS-grad
36, Private, Bachelors
56, Private, Bachelors
43, State-gov, Prof-school
41, Private, Bachelors
41, Private, HS-grad
36, Private, Bachelors
59, Private, Doctorate
46, Local-gov, Assoc-acdm
23, Private, Bachelors
46, Self-emp-not-inc, Some-college
53, Private, Bachelors
